strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,NASB,Word Origin
H3697,כָּסַם,Verb,kacam,kah-sahm',(kaw-sam'),"X only, poll",only trim,[a primitive root]
H3698,כֻּסֶּמֶת,Noun Feminine,kuccemeth,koos-SEH-meth,(koos-seh'-meth),"fitches, rie","spelt, rye",[from
H3699,כָּסַס,Verb,kacac,kah-sahs',(kaw-sas'),make count,divide,[a primitive root]
H3700,כָּסַף,Verb,kacaph,kah-saf',(kaw-saf'),"(have) desire, be greedy, long, sore","eager, long, longed, longed greatly, shame",[a primitive root]
H3701,כֶּסֶף,Noun Masculine,keceph,keh-sef,(keh'-sef),"money, price, silver(-ling)","silver, money, price, fine, fine silver, pay, property",[from
H3702,כְּסַף,Noun Masculine,kcaph,keh-saf',(kes-af'),,"silver, money",[(Aramaic) corresponding to
H3703,כָּסִפְיָא,Proper Name Location,Kaciphya',kah-sif-YAH,(kaw-sif-yaw'),Casiphia,Casiphia,[perhaps from
H3704,כֶּסֶת,Noun Feminine,keceth,keh'-seth,(keh'-seth),pillow,bands,[from
H3705,כְּעַן,Adverb,k`an,keh-ahn,(keh-an'),now,now,[(Aramaic) probably from
H3706,כְּעֶנֶת,Adverb Feminine,k`eneth,kay-neth or keeth,(keh-eh'-neth),at such a time,now,[feminine of
H3707,כַּעַס,Verb,ka`ac,kah-as,(kaw-as'),"be angry, be grieved, take indignation, provoke (to anger, unto wrath), have sorrow, vex, be wroth","provoke me to anger, provoked, provoking, provoke, angry, provoking me to anger, anger",[a primitive root]
H3708,כַּעַס,Noun Masculine,ka`ac,kah-as,(kah'-as),"anger, angry, grief, indignation, provocation, provoking, X sore, sorrow, spite, wrath",,[from 3707]
H3709,כַּף,Noun Feminine,kaph,kaf,(kaf),"branch, + foot, hand((-ful), -dle, (-led)), hollow, middle, palm, paw, power, sole, spoon","hands, hand, pan, sole, pans, palm, soles",[from
H3710,כֵּף,Noun Masculine,keph,kayf,(kafe),rock,rocks,[from
H3711,כָּפָה,Verb,kaphah,kah-fah',(kaw-faw'),pacify,subdues,[a primitive root]
H3712,כִּפָּה,Noun Feminine,kippah,kip-PAH,(kip-paw'),branch,palm branch,[feminine of
H3713,כְּפוֹר,Noun Masculine,kphowr,kef-ore',(kef-ore'),"bason, hoar(-y) frost",,[from
H3714,כָּפִיס,Noun Masculine,kaphiyc,kah-FEES,(kaw-fece'),beam,rafter,[from an unused root meaning to connect]
H3715,כְּפִיר,Noun Masculine,kphiyr,kuh-FEER,(kef-eer'),"(young) lion, village","young lions, young lion, lion, lions, young, young lions', young lion's",[from
H3716,כְּפִירָה,Proper Name Location,Kphiyrah,kef-ee-RAW,(kef-ee-raw'),Chephirah,,[feminine of
H3717,כָּפַל,Verb,kaphal,kah-fahl,(kaw-fal'),double,"folded double, double over, doubled",[a primitive root]
H3718,כֶּפֶל,Noun Masculine,kephel,keh'-fel,(keh'-fel),double,"double, two sides",[from
H3719,כָּפַן,Verb,kaphan,kah-fan',(kaw-fan'),bend,bent,[a primitive root]
H3720,כָּפָן,Noun Masculine,kaphan,kah-fan',(kaw-fawn'),famine,famine,[from
H3721,כָּפַף,Verb,kaphaph,kah-FAHF,(kaw-faf'),bow down (self),"bowed down, bow, bowing",[a primitive root]
H3722,כָּפַר,Verb,kaphar,kah-far',(kaw-far'),"appease, make (an atonement, cleanse, disannul, forgive, be merciful, pacify, pardon, purge (away), put off, (make) reconcile(-liation)",,[a primitive root]
H3723,כָּפָר,Noun Masculine,kaphar,kah-far',(kaw-fawr'),village,villages,[from
H3724,כֹּפֶר,Noun Masculine,kopher,KOH-fer,(ko'-fer),"bribe, camphire, pitch, ransom, satisfaction, sum of money, village",,[from
H3725,כִּפֻּר,Noun Masculine,kippur,kip-POOR,(kip-poor'),atonement,atonement,[from
H3726,כּפר הָעַמּוֹנִי,Proper Name Location,Kphar ha-`Ammowniy,keh-far hah-ah-mo-nee,(kef-ar' haw-am-mo-nee'),Chefar-haamonai,Chephar-ammoni,[from
H3727,כַּפֹּרֶת,Noun Feminine,kapporeth,kap-PO-reth,(kap-po'-reth),mercy seat,mercy seat,[from
H3728,כָּפַשׁ,Verb,kaphash,kah-fash',(kaw-fash'),cover,cower,[a primitive root]
H3729,כְּפַת,Verb,kphath,keh-fath',(kef-ath'),bind,"tied, bound, tie",[(Aramaic) a root of uncertain correspondence]
H3730,כַּפְתֹּר,Noun Masculine,kaphtor,kaf-tor',(kaf-tore'),"knop, (upper) lintel","bulb, bulbs, capitals, tops of her pillars",[probably from an unused root meaning to encircle]
H3731,כַּפְתֹּר,Proper Name Location,Kaphtor,kaf-TOHR,(kaf-tore'),Caphtor,Caphtor,[apparently the same as
H3732,כַּפְתֹּרִי,Adjective,Kaphtoriy,kaf-to-REE,(kaf-to-ree'),"Caphthorim, Caphtorim(-s)","Caphtorim, Caphtor",[patrial from
H3733,כַּר,Noun Masculine,kar,kar,(kar),"captain, furniture, lamb, (large) pasture, ram See also H1033, H3746",,[from
H3734,כֹּר,Noun Masculine,kor,kor,(kore),"cor, measure Aramaic the same",,[from the same as
H3735,כָּרָא,Verb,Kara',keh-rah,(kaw-raw'),be grieved,distressed,[(Aramaic) probably corresponding to
H3736,כַּרְבֵּל,Verb,karbel,kar-BEL,(kar-bale'),clothed,clothed,[from the same as
H3737,כַּרְבְּלָא,Noun Masculine,karbla`,kar-BAY-lah,(kar-bel-aw'),hat,caps,[(Aramaic) from a verb corresponding to that of
H3738,כָּרָה,Verb,karah,kah-RAH,(kaw-raw'),"dig, X make (a banquet), open",,[a primitive root]
H3739,כָּרָה,Verb,karah,kah-RAH,(kaw-raw'),"buy, prepare","bargain, barter, bought, purchase","[usually assigned as a primitive root, but probably only a special application of"
H3740,כֵּרָה,Noun Feminine,kerah,keh-raw',(kay-raw'),provision,feast,[from
H3741,כָּרָה,Noun Feminine,karah,kah-RAH,(kaw-raw'),cottage,caves,[feminine of
H3742,כְּרוּב,Noun Masculine,kruwb,keh-ROOB,(ker-oob'),"cherub, (plural) cherubims","cherubim, cherub",[of uncertain derivation]
H3743,כְּרוּב,Proper Name Location,Kruwb,keh-ROOB,(ker-oob'),Cherub,Cherub,[the same as
H3744,כָּרוֹז,Noun Masculine,karowz,kah-ROHZ,(kaw-roze'),herald,herald,[(Aramaic) from
H3745,כְּרַז,Verb,kraz,keh-RAHZ,(ker-az'),make a proclamation,issued a proclamation,[(Aramaic) probably of Greek origin]
H3746,כָּרִי,Adjective,kariy,kah-REE,(kaw-ree'),"captains, Cherethites (from the margin)",Carites,[perhaps an abridged plural of
H3747,כְּרִית,Noun,Kriyth,keh-REETH,(ker-eeth'),Cherith,Cherith,[from
H3748,כְּרִיתוּת,Noun Feminine,kriythuwth,keh-ree-thooth,(ker-ee-thooth'),divorce(-ment),divorce,[from
H3749,כַּרְכֹּב,Noun Masculine,karkob,kar-KOB,(kar-kobe'),compass,ledge,[expanded from the same as
H3750,כַּרְכֹּם,Noun Masculine,karkom,kar-KOHM,(kar-kome'),saffron,saffron,[probably of foreign origin]
H3751,כַּרְכְּמְישׂ,Proper Name Location,Karkmiysh,kar-keh-MEESH,(kar-kem-eesh'),Carchemish,Carchemish,[of foreign derivation]
H3752,כַּרְכַּס,Proper Name Masculine,Karkac,KAR-kas,(kar-kas'),Carcas,Carkas,[of Persian origin]
H3753,כַּרְכָּרָה,Noun Feminine,karkarah,keer-kaw-RAW,(kar-kaw-raw'),swift beast,camels,[from
H3754,כֶּרֶם,Noun Masculine,kerem,keh'-rem,(keh'-rem),"vines, (increase of the) vineyard(-s), vintage See also H1021","vineyard, vineyards",[from an unused root of uncertain meaning]
H3755,כֹּרֵם,Verb,korem,kah-RAHM,(ko-rame'),vine dresser (as one or two words),vinedressers,[active participle of an imaginary denominative from
H3756,כַּרְמִי,Proper Name Masculine,Karmiy,kar-MEE,(kar-mee'),Carmi,Carmi,[from
H3757,כַּרְמִי,Adjective,Karmiy,KAR-mee,(kar-mee'),Carmites,Carmites,[patronymically from
H3758,כַּרְמִיל,Noun Masculine,karmiyl,kar-MEEL,(kar-mele'),crimson,crimson,[probably of foreign origin]
H3759,כַּרְמֶל,Noun Masculine,karmel,kar-MEL,(kar-mel'),"full (green) ears (of corn), fruitful field (place), plentiful (field)","fertile field, fruitful field, new growth, thickest, fertile fields, fresh ears, fresh ears of grain",[from
H3760,כַּרְמֶל,Proper Name Location,Karmel,kar-MEL,(kar-mel'),"Carmel, fruitful (plentiful) field, (place)",Carmel,[the same as
H3761,כַּרְמְלִי,Adjective,Karmliy,kar-MEH-lee,(kar-mel-ee'),Carmelite,"Carmelite, Carmelitess",[patron from
H3762,כַּרְמְלִית,Adjective,Karmliyth,kar-meh-LEETH,(kar-mel-eeth'),Carmelitess,Carmelitess,[feminine of
H3763,כְּרָן,Proper Name Masculine,Kran,keh-ran',(ker-awn'),Cheran,Cheran,[of uncertain derivation]
H3764,כָּרְסֵא,Noun Masculine,korce',kor-seh',(kor-say'),throne,"throne, thrones",[(Aramaic) corresponding to
H3765,כִּרְסֵם,Verb,kircem,keer-SEM,(kir-same'),waste,eats it away,[from
H3766,כָּרַע,Verb,kara`,kah-rah',(kaw-rah'),"bow (down, self), bring down (low), cast down, couch, fall, feeble, kneeling, sink, smite (stoop) down, subdue, X very","bowed down, bowed, bow, subdued, bow down, couches, kneel down",[a primitive root]
H3767,כָּרָע,Noun Feminine,kara`,keh-rah,(kaw-raw'),leg,legs,[from
H3768,כַּרְפַּס,Noun Masculine,karpac,kar-pas',(kar-pas'),green,fine and linen,"[of foreign origin, Egyptian]"
H3769,כָּרַר,Verb,karar,kah-RAHR,(kaw-rar'),dance(-ing),dancing,[a primitive root]
H3770,כְּרֵשׂ,Noun Masculine,kres,kah-REHS,(ker-ace'),belly,stomach,[by variation from
H3771,כַּרְשְׁנָא,Proper Name Masculine,Karshna',kar-sheh-nah,(kar-shen-aw'),Carshena,Carshena,[of foreign origin]
H3772,כָּרַת,Verb,karath,kah-rath',(kaw-rath'),"be chewed, be con-(feder-)ate, covenant, cut (down, off), destroy, fail, feller, be freed, hew (down), make a league ((covenant)), X lose, perish, X utterly, X want","cut off, made, make, cut down, cut, lack, cut him off",[a primitive root]
H3773,כָּרֻתָה,Noun Feminine,karuthah,kah-roo-THAH,(kaw-rooth-aw'),beam,,[passive participle feminine of
H3774,כְּרֵתִי,Adjective,Krethiy,keh-reh-TEE,(ker-ay-thee'),"Cherethims, Cherethites",Cherethites,[probably from
H3775,כֶּשֶׂב,Noun Masculine,keseb,keh'-seb,(keh'-seb),lamb,"sheep, lamb, lambs",[apparently by transposition for
H3776,כִּשְׂבָּה,Noun Feminine,kisbah,kis-baw',(kis-baw'),lamb,lamb,[feminine of
H3777,כֶּשֶׂד,Proper Name Masculine,Kesed,keh'-sed,(keh'-sed),Onesed,Chesed,[from an unused root of uncertain meaning]
H3778,כַּשְׂדִּי,Proper Name,Kasdiy,kas-DEE or kas-DEE-mah,(kas-dee'),"Chaldeans, Chaldees, inhabitants of Chaldea","Chaldeans, Chaldea, Chaldeans', Chaldees",[towards the Kasdites]
H3779,כַּשְׂדַּי,Noun Masculine,Kasday,kas-DAH-ee,(kas-dah'-ee),Chaldean,"Chaldeans, Chaldean",[(Aramaic) corresponding to
H3780,כָּשָׂה,Verb,kasah,kah-sah',(kaw-saw'),be covered,sleek,[a primitive root]
H3781,כַּשִּׁיל,Noun Masculine,kashshiyl,kash-sheel',(kash-sheel'),ax,hatchet,[from
H3782,כָּשַׁל,Verb,kashal,kah-SHAHL,(kaw-shal'),"bereave (from the margin), cast down, be decayed, (cause to) fail, (cause, make to) fall (down, -ing), feeble, be (the) ruin(-ed, of), (be) overthrown, (cause to) stumble, X utterly, be weak","stumble, stumbled, fall, feeble, stumbles, bring down, bring you down",[a primitive root]
H3783,כִּשָּׁלוֹן,Noun Masculine,kishshalown,kish-shaw-lone',(kish-shaw-lone'),fall,stumbling,[from
H3784,כָּשַׁף,Verb,kashaph,kah-shaf',(kaw-shaf'),"sorcerer, (use) witch(-craft)","sorcerers, practiced sorcery, sorcerer, sorceress",[a primitive root]
H3785,כֶּשֶׁף,Noun Masculine,kesheph,keh'-shef,(keh'-shef),"sorcery, witchcraft","sorceries, witchcrafts",[from
H3786,כַּשָּׁף,Noun Masculine,kashshaph,kash-shaf',(kash-shawf'),sorcerer,sorcerers,[from
H3787,כָּשֵׁר,Verb,kasher,kah-SHARE,(kaw-share'),"direct, be right, prosper","giving success, proper, succeed","[a primitive root properly, to be straight or right]"
H3788,כִּשִׁרוֹן,Noun Masculine,kishrown,kish-ROHN,(kish-rone'),"equity, good, right","skill, advantage",[from
H3789,כָּתַב,Verb,kathab,kah-THAV,(kaw-thab'),"describe, record, prescribe, subscribe, write(-ing, -ten)","written, write, wrote, recorded, written down, describe, record",[a primitive root]
H3790,כְּתַב,Verb,kthab,keh-thawb',(keth-ab'),,"writing, written, wrote, write down, wrote the down",[(Aramaic) corresponding to
H3791,כָּתָב,Noun Masculine,kathab,keh-thawb',(kaw-thawb'),"register, scripture, writing","script, writing, edict, text, decree, letter, register",[from
H3792,כְּתָב,Noun Masculine,kthab,keh-thawb',(keth-awb'),,"inscription, document, needed, written",[(Aramaic) corresponding to
H3793,כְּתֹבֶת,Noun Feminine,kthobeth,ke-tho'-beth,(keth-o'-beth),X any (mark),marks,[from
H3794,יתִתכִּ,Adjective,Kittiy,kit-tee' or kit-tee-yee',(kit-tee'),"Chittim, Kittim","Kittim, Cyprus",[patrial from an unused name denoting Cyprus (only in the plural)]
H3795,כָּתִית,Adjective,kathiyth,kah-teeth',(kaw-theeth'),beaten,beaten,[from
H3796,כֹּתֶל,Noun Masculine,kothel,koh'-thel,(ko'-thel),wall,"wall, walls",[from an unused root meaning to compact]
H3797,כְּתַל,Noun Masculine,kthal,keh-THAL,(keth-al'),,,[(Aramaic) corresponding to
H3798,כְּתִלִישׁ,Proper Name,Kithliysh,keeth-leesh',(kith-leesh'),Kithlish,Chitlish,[from
H3799,כְּתַם,Verb,katham,kah-tham',(kaw-tham'),mark,stain,[a primitive root]
H3800,כֶּתֶם,Noun Masculine,kethem,KEH-them,(keh'-them),"((most) fine, pure) gold(-en wedge)","gold, fine gold, pure gold",[from
H3801,כְּתֹנֶת,Noun Feminine,kthoneth,keh-tho'-neth or koo-to'-neth,(keth-o'-neth),"coat, garment, robe","tunic, tunics, garments, coat, garment, dress",[from an unused root meaning to cover]
H3802,כָּתֵף,Noun Feminine,katheph,kah-TAYF,(kaw-thafe'),"arm, corner, shoulder(-piece), side, undersetter","side, shoulder, shoulders, slope, supports, sides, backs",[from an unused root meaning to clothe]
H3803,כָּתַר,Verb,kathar,kah-thar,(kaw-thar'),"beset round, compass about, be crowned inclose round, suffer","surround, crowned, encircled, surrounded, wait",[a primitive root]
H3804,כֶּתֶר,Noun Masculine,kether,KEH-ther,(keh'-ther),crown,crown,[from
H3805,כֹתֶרֶת,Noun Feminine,kothereth,koh-teh-reth,(ko-theh'-reth),chapiter,"capitals, capital, crown",[feminine active participle of
H3806,כָּתַשׁ,Verb,kathash,kah-thash,(kaw-thash'),bray,pound,[a primitive root]
H3807,כָּתַת,Verb,kathath,kah-THATH,(kaw-thath'),"beat (down, to pieces), break in pieces, crushed, destroy, discomfit, smite, stamp","crushed, beat, hammer, battered, beat them down, broke in pieces, broken in pieces",[a primitive root]
H3808,לֹא,Adverb,lo',lo,(lo),"X before, + or else, ere, + except, ig(-norant), much, less, nay, neither, never, no((-ne), -r, (-thing)), (X as though,(can-), for) not (out of), of nought, otherwise, out of, + surely, + as truly as, + of a truth, + verily, for want, + whether, without","no, nor, cannot, never, without, nothing, none",[a primitive particle]
H3809,לָא,Adverb,la',lah,(law),"or even, neither, no(-ne, -r), ((can-))not, as nothing, without","no, without, nor, neither, nothing",[corresponding to
H3810,לֹא דְבַר,Proper Name Location,Lo' Dbar,lo-deh-BAHR,(lo deb-ar'),"Debir, Lo-debar","Lo-debar, Lodebar",[from
H3811,לָאָה,Verb,la'ah,lah-ah,(law-aw'),"faint, grieve, lothe, (be, make) weary (selves)","weary, wearied, tired, try the patience, become impatient, exhausted, find difficulty",[a primitive root]
H3812,לֵאָה,Proper Name Feminine,Le'ah,lay-AH,(lay-aw'),Leah,"Leah, Leah's",[from
H3813,לָאַט,Verb,la'at,lah-at,(law-at'),cover,covered,[a primitive root]
H3814,לָאט,Noun Masculine,la't,laht,(lawt),softly,,[from
H3815,לָאֵל,Proper Name Masculine,La'el,lah-AYL,(law-ale'),Lael,Lael,[from the prepositional prefix and
H3816,לְאֹם,Noun Masculine,lom,leh-ome,(leh-ome'),"nation, people","peoples, nations, people, nation, other, peoples'",[from an unused root meaning to gather]
H3817,לְאֻמִּים,Noun Masculine,L'ummiym,leh-oom-MEEM,(leh-oom-meem'),Leummim,Leummim,[plural of
H3818,לֹא עַמִּי,Proper Name Masculine,Lo' `Ammiy,lo-ahm-MEE,(lo am-mee'),Lo-ammi,Lo-ammi,[from
H3819,לֹא רֻחָמָה,Proper Name Feminine,Lo' Ruchamah,lo roo-khah-mah,(lo roo-khaw-maw'),Lo-ruhamah,Lo-ruhamah,[from
H3820,לֵב,Noun Masculine,leb,layb,(labe),"+ care for, comfortably, consent, X considered, courag(-eous), friend(-ly), ((broken-), (hard-), (merry-), (stiff-), (stout-), double) heart((-ed)), X heed, X I, kindly, midst, mind(-ed), X regard((-ed)), X themselves, X unawares, understanding, X well, willingly, wisdom","heart, hearts, mind, sense, understanding, himself, myself",[a form of
H3821,לֵב,Noun Masculine,leb,layb,(labe),,myself,[(Aramaic) corresponding to
H3822,לְבָאוֹת,Proper Name Location,Lba'owth,leh-bah-OHT,(leb-aw-oth'),Lebaoth See also H1034,Lebaoth,[plural of
H3823,לָבַב,Verb,labab,lah-BAHV,(law-bab'),"make cakes, ravish, be wise",,[a primitive root]
H3824,לֵבָב,Noun Masculine,lebab,lay-BAHB,(lay-bawb'),"+ bethink themselves, breast, comfortably, courage, ((faint), (tender-)heart((-ed)), midst, mind, X unawares, understanding","heart, hearts, mind, intended, understanding, anger, breasts",[from
H3825,לְבַב,Noun Masculine,lbab,lay-bawb',(leb-ab'),,"mind, heart",[(Aramaic) corresponding to
H3826,לִבָּה,Noun Feminine,libbah,lib-bah',(lib-baw'),heart,heart,[feminine of
H3827,לַבָּה,Noun Feminine,labbah,lahb-bah',(lab-baw'),flame,,[for
H3828,לְבוֹנָה,Noun Feminine,lbownah,leh-voh-NAH,(leb-o-naw'),(frank-)incense,"frankincense, incense",[from
H3829,לְבוֹנָה,Proper Name Location,Lbownah,leh-vo-NAH,(leb-o-naw'),Lebonah,Lebonah,[the same as
H3830,לְבוּשׁ,Noun Masculine,lbuwsh,leh-BOOSH,(leb-oosh'),"apparel, clothed with, clothing, garment, raiment, vestment, vesture","clothing, garment, apparel, garments, robe, clothed, robes",[from
H3831,לְבוּשׁ,Noun Masculine,lbuwsh,leh-BOOSH,(leb-oosh'),,"clothes, vesture",[(Aramaic) corresponding to
H3832,לָבַט,Verb,labat,lah-VAHT,(law-bat'),fall,ruined,[a primitive root]
H3833,לָבִיא,"noun masculine, feminine; noun feminine; noun masculine; feminine",labiy',lah-vee',(law-bee'),"(great, old, stout) lion, lioness, young (lion)",,[from an unused root men. to roar]
H3834,לָבִיבָה,noun plural,labiybah,leh-bee-BAH,(law-bee-baw'),cake,cakes,[from
H3835,לָבַן,Verb,laban,lah-VAHN,(law-ban'),"make brick, be (made, make) white(-r)",,[a primitive root]
H3836,לָבָן,Adjective,laban,lah-VAHN,(law-bawn'),white,"white, white ones",[from
H3837,לָבָן,"proper name, masculine; proper name, of a location",Laban,lah-VAHN,(law-bawn'),Laban,,[the same as
H3838,לְבָנָא,Proper Name Masculine,Lbana',leh-baw-NAW,(leb-aw-naw'),"Lebana, Lebanah","Lebana, Lebanah",[the same as
